carat,y,cut,color,clarity
1.7,7.57,3,5,4
0.37,4.65,2,3,4
0.64,5.54,2,2,3
0.6,5.39,2,3,6
0.52,5.19,2,6,6
1.07,6.53,1,5,7
0.37,4.67,1,4,6
0.34,4.59,1,2,6
0.25,4.13,3,2,2
0.53,5.32,6,2,5
0.43,4.84,2,6,4
1.16,6.72,2,4,5
2.01,7.94,6,5,5
1.55,7.43,2,5,7
2.16,8.35,1,7,6
0.5,4.98,6,1,6
1.12,6.65,1,5,6
0.3,4.25,6,2,6
0.31,4.27,1,3,5
0.32,4.36,1,2,6
1.5,7.35,1,5,7
1.05,6.51,3,1,5
0.55,5.22,2,4,3
0.81,6.01,2,3,6
2.0,7.87,5,5,5
2.02,8.13,1,6,5
2.14,8.4,2,6,7
1.24,7.11,5,1,6
1.01,6.37,6,5,7
0.9,6.18,3,2,5
0.55,5.34,2,3,6
0.92,5.99,5,2,6
0.75,5.72,5,1,7
2.07,8.16,2,7,5
1.01,6.41,1,3,4
0.41,4.73,3,1,7
0.4,4.82,2,1,4
0.9,6.2,3,2,6
1.0,6.35,6,3,5
1.2,6.68,1,6,5
1.07,6.57,2,2,7
1.0,6.34,3,5,6
1.01,6.38,2,6,7
0.39,4.67,2,1,3
0.7,5.78,2,3,7
0.92,6.36,3,4,7
0.41,4.78,1,2,6
1.07,6.51,2,1,5
2.07,8.24,1,5,7
0.32,4.36,2,4,5
0.87,6.13,2,4,5
0.59,5.41,3,6,6
0.32,4.37,2,1,6
1.02,6.49,1,4,4
0.53,5.29,3,3,5
0.7,5.71,3,5,5
0.57,5.4,2,3,7
0.72,5.77,2,6,5
0.42,4.91,1,2,7
0.42,4.83,2,2,5
0.3,4.32,2,2,5
1.3,6.96,2,5,5
0.7,5.74,2,3,4
0.75,5.85,2,2,4
1.2,6.91,3,5,6
1.5,7.08,3,3,5
0.61,5.54,3,5,3
1.0,6.47,1,4,5
0.53,5.22,2,4,1
1.5,7.37,6,4,5
0.4,4.76,2,3,6
1.08,6.57,2,4,5
0.32,4.41,2,1,4
0.81,6.16,3,5,6
0.31,4.29,1,7,6
0.5,4.96,5,4,8
1.75,7.62,3,4,5
1.5,7.4,2,2,6
1.01,6.31,6,2,7
1.51,7.26,2,2,5
1.5,7.21,1,4,7
0.58,5.44,6,3,4
0.52,5.12,2,2,5
0.77,5.96,2,2,5
1.01,6.1,5,1,6
1.01,6.38,6,4,3
0.81,5.97,2,5,3
2.3,8.56,1,7,6
1.7,7.51,5,3,7
0.31,4.37,1,3,5
0.38,4.73,2,3,1
0.42,4.82,2,5,1
0.72,5.83,2,4,7
0.9,6.15,2,3,6
0.7,5.64,1,4,5
0.9,6.12,6,5,6
0.31,4.43,3,3,2
0.71,5.75,2,4,5
0.9,6.19,2,4,7
1.01,6.41,3,3,7
1.51,7.4,1,5,5
0.38,4.59,2,3,4
0.44,4.9,2,2,3
0.8,5.82,3,3,6
0.32,4.43,2,3,3
0.25,4.03,3,3,2
1.01,6.36,3,2,3
0.31,4.32,1,4,5
0.4,4.72,1,4,2
0.31,4.36,2,1,7
0.24,4.01,3,5,3
1.24,6.89,2,5,6
0.38,4.68,1,5,6
1.21,6.79,1,6,5
0.5,5.05,1,2,7
0.9,6.16,3,3,6
0.76,5.75,6,6,6
0.92,6.09,6,1,7
1.01,6.46,3,4,7
0.33,4.41,2,4,7
0.31,4.4,2,5,1
1.73,7.82,3,5,5
1.71,7.65,2,4,4
0.57,5.4,2,3,2
1.04,6.52,2,1,5
0.43,4.88,2,4,3
0.31,4.35,1,4,5
1.0,6.48,1,4,7
0.41,4.77,1,1,2
1.31,7.11,1,6,5
0.28,4.28,3,2,3
1.2,6.84,2,4,3
0.55,5.26,2,3,7
1.01,6.39,1,4,7
0.7,5.73,2,1,7
0.75,5.89,2,1,5
1.6,7.54,3,2,7
0.9,6.1,6,6,2
0.31,4.29,2,2,5
2.22,8.36,2,6,5
1.22,6.93,2,5,7
0.5,5.05,2,2,5
0.94,6.35,1,3,6
0.31,4.41,1,5,4
0.98,6.29,2,4,7
1.28,6.96,2,4,1
1.04,6.68,6,5,7
0.51,5.2,2,2,5
1.23,6.78,1,2,7
1.01,6.54,2,4,5
0.3,4.19,5,3,5
1.09,6.67,1,4,5
0.23,3.99,3,2,3
0.59,5.35,3,4,4
1.02,6.58,3,2,5
0.51,5.13,1,2,6
0.31,4.42,2,1,1
0.71,5.64,3,4,7
1.21,6.8,3,7,4
1.01,6.44,1,3,5
0.34,4.51,2,3,5
1.0,6.25,3,3,7
0.57,5.37,2,3,2
1.5,7.31,2,6,5
0.51,5.08,2,2,6
0.51,5.14,2,4,2
0.72,5.6,5,3,6
0.42,4.86,2,1,7
2.08,8.25,2,7,1
0.71,5.61,3,5,6
0.37,4.6,3,3,6
0.23,3.99,3,2,2
1.01,6.47,3,4,5
0.66,5.66,2,5,4
0.52,5.16,1,4,4
0.4,4.76,2,4,7
0.91,6.3,2,2,7
0.3,4.36,2,5,5
0.35,4.56,3,6,5
0.3,4.31,2,4,1
2.0,8.15,1,5,7
1.5,7.32,6,6,4
0.77,5.94,2,4,5
0.76,5.93,1,3,7
0.77,5.86,2,2,7
0.32,4.45,1,2,2
1.53,7.3,3,3,4
0.3,4.39,2,3,5
0.3,4.21,3,6,1
0.9,6.21,1,2,7
0.34,4.52,2,4,2
0.48,4.92,6,7,6
2.06,8.17,2,6,6
0.3,4.32,6,2,6
0.43,4.83,2,1,5
0.59,5.42,3,4,1
0.53,5.17,2,2,6
0.7,5.54,6,4,6
0.4,4.76,2,5,7
0.23,3.96,2,2,5
0.31,4.39,2,3,3
1.16,6.78,2,6,5
0.26,4.18,3,5,3
0.41,4.79,2,6,2
0.37,4.6,2,2,3
1.13,6.65,2,5,8
1.37,7.11,2,7,7
0.61,5.5,1,3,5
0.31,4.3,1,2,3
0.33,4.49,1,2,4
0.32,4.43,2,3,5
1.26,6.84,2,3,1
1.72,7.62,2,7,6
0.35,4.52,2,4,4
1.16,6.83,2,4,2
0.56,5.27,6,3,4
0.9,6.16,3,5,5
2.31,8.43,1,7,4
0.5,5.09,1,2,5
0.23,3.95,3,1,3
0.58,5.39,2,3,2
1.12,6.7,2,5,3
1.0,6.31,1,3,7
1.21,6.78,3,5,5
1.6,7.54,1,7,6
0.34,4.53,2,2,3
2.01,8.15,1,7,7
1.7,7.67,2,6,6
0.9,6.26,6,3,5
0.31,4.39,1,4,3
0.72,5.82,2,7,4
1.1,6.58,2,4,6
1.01,6.44,2,7,6
1.5,7.34,2,5,6
0.4,4.71,2,1,5
1.4,7.1,1,4,7
0.31,4.38,2,4,3
0.9,6.27,1,2,5
0.39,4.74,1,1,5
0.77,5.9,2,2,4
0.59,5.34,1,4,3
1.29,6.98,3,6,5
1.06,6.51,1,3,6
0.31,4.41,2,2,5
1.06,6.58,3,6,7
1.68,7.54,2,6,5
1.33,7.05,2,6,5
0.9,6.05,6,5,5
1.03,6.6,1,2,5
1.26,6.95,2,5,7
0.91,6.22,3,3,7
1.14,6.63,3,5,7
0.79,5.89,2,2,6
1.02,6.44,2,3,7
0.5,5.12,2,2,5
1.51,7.38,3,4,5
2.15,8.08,6,4,7
2.0,7.58,5,5,7
1.21,6.91,3,5,4
0.7,5.75,1,4,6
0.7,5.79,3,1,6
0.61,5.59,2,2,3
0.32,4.43,1,3,5
0.57,5.31,3,3,4
0.38,4.69,2,4,5
0.7,5.7,2,5,2
1.09,6.55,2,4,6
0.3,4.27,3,3,6
0.9,6.17,1,6,6
1.01,6.44,2,3,8
0.9,6.22,2,2,7
1.25,7.03,2,4,1
0.71,5.77,2,1,5
1.52,7.49,3,6,6
0.43,4.84,2,4,4
0.32,4.44,2,3,2
1.01,6.43,1,5,6
1.59,7.48,2,3,4
0.37,4.68,2,1,3
1.51,7.32,6,2,7
0.4,4.72,2,1,7
0.71,5.6,1,3,7
1.51,7.4,2,7,4
1.5,7.24,6,6,7
0.31,4.35,2,5,2
0.9,6.24,3,5,7
0.8,5.93,6,4,6
0.94,6.21,1,5,7
0.39,4.67,6,3,6
0.53,5.26,3,4,5
0.36,4.52,6,2,7
0.7,5.43,5,6,8
0.32,4.41,1,2,5
0.34,4.43,1,6,2
1.02,6.41,3,3,6
1.52,7.49,3,4,5
0.3,4.3,1,6,4
0.91,6.29,2,2,6
1.01,6.32,6,4,5
1.02,6.52,3,2,8
0.71,5.83,1,2,6
0.52,5.1,1,2,5
0.97,6.02,5,6,8
0.5,5.06,2,1,7
0.55,5.29,2,5,7
0.31,4.39,2,1,6
1.01,6.31,6,2,5
0.42,4.83,2,3,6
0.53,5.22,2,3,7
0.31,4.36,2,1,5
0.32,4.43,2,4,3
1.14,6.72,2,4,5
0.5,5.04,2,2,5
0.54,5.24,1,4,7
0.97,6.34,2,3,7
0.3,4.26,1,2,5
0.81,5.99,2,2,6
1.09,6.53,1,4,5
0.31,4.34,3,2,5
1.01,6.36,6,2,7
0.71,5.67,6,4,5
0.34,4.5,2,5,2
1.97,8.11,1,3,7
1.52,7.13,5,5,8
0.31,4.44,1,6,5
0.7,5.82,3,1,6
0.7,5.7,1,1,5
1.01,6.21,5,1,7
0.27,4.15,3,4,2
0.74,5.86,2,3,3
0.51,5.11,1,6,6
0.41,4.74,1,3,4
1.5,7.5,6,6,7
0.41,4.88,2,3,5
0.96,6.35,2,5,7
0.36,4.53,1,4,1
1.11,6.59,1,6,5
0.75,5.81,2,7,4
0.24,3.98,3,3,2
0.32,4.37,2,6,4
2.35,8.44,1,5,7
0.3,4.25,2,1,5
0.3,4.29,2,2,5
1.21,6.83,3,7,6
0.31,4.38,1,4,5
0.3,4.24,3,5,6
0.5,5.06,2,2,4
0.7,5.58,5,3,5
0.27,4.07,6,2,2
0.78,5.94,2,4,7
0.34,4.54,2,4,1
0.69,5.9,3,1,6
1.01,6.48,2,3,4
0.71,5.8,2,3,6
2.5,8.39,5,4,8
0.71,5.8,3,6,6
1.33,7.03,3,6,6
1.2,6.94,3,6,3
0.4,4.77,2,6,5
0.31,4.32,1,4,6
0.39,4.83,3,3,5
0.42,4.85,3,2,4
1.5,7.35,2,6,4
0.39,4.69,2,4,4
0.92,6.26,1,5,5
0.73,5.72,2,3,2
2.02,7.99,6,6,6
1.11,6.57,1,5,6
1.5,7.26,6,2,7
1.0,6.27,5,4,6
0.3,4.32,2,6,4
0.7,5.68,1,3,5
0.3,4.31,2,5,5
1.01,6.57,1,3,6
0.3,4.25,3,1,5
0.79,5.89,3,3,6
0.8,5.98,2,3,6
0.3,4.31,2,1,5
1.3,7.04,2,4,5
1.59,7.49,3,4,6
1.12,6.68,3,3,7
0.76,5.87,2,6,3
0.7,5.74,2,4,4
0.41,4.77,6,1,6
0.3,4.35,3,1,4
0.7,5.64,1,2,6
0.33,4.39,6,6,6
0.72,5.89,3,4,7
0.72,5.77,1,5,6
1.7,7.68,1,3,7
0.39,4.71,2,1,4
0.3,4.25,6,5,6
0.69,5.84,5,4,4
1.75,7.67,3,4,5
0.71,5.74,2,2,5
0.4,4.7,6,4,6
0.51,5.05,3,2,5
1.0,6.32,1,4,7
0.7,5.77,1,3,4
1.03,6.54,2,4,5
0.91,6.33,1,3,7
0.4,4.79,2,4,6
1.61,7.74,3,5,5
0.34,4.54,2,2,5
1.05,6.36,3,2,7
1.08,6.54,3,3,6
1.01,6.44,3,4,3
0.3,4.29,2,4,1
0.91,5.97,5,3,5
0.9,6.1,6,1,6
0.8,5.93,5,4,7
0.5,4.96,1,1,7
0.32,4.38,2,4,6
0.53,5.23,2,4,3
0.64,5.5,1,3,5
0.25,4.03,3,2,3
1.02,6.43,3,2,7
0.54,5.26,2,3,3
0.74,5.85,3,7,5
0.41,4.81,2,7,1
1.04,6.48,2,2,7
0.3,4.34,2,1,5
0.9,6.18,3,3,7
0.7,5.8,1,4,6
0.72,5.66,2,2,6
0.36,4.69,3,2,5
1.07,6.58,2,5,5
0.33,4.3,5,3,3
0.5,4.97,5,1,6
1.04,6.63,1,5,7
1.53,7.42,2,5,6
1.02,6.38,1,2,5
2.02,8.11,1,3,7
0.7,5.73,2,2,6
1.5,7.29,1,4,5
0.3,4.34,6,2,3
1.23,6.85,3,4,7
1.56,7.45,2,4,3
0.23,4.04,3,3,3
1.01,6.48,3,3,3
0.25,4.02,3,1,3
2.01,7.95,6,7,6
1.16,6.8,2,4,5
0.72,5.76,2,6,3
2.06,8.19,1,6,6
0.52,5.18,2,2,3
0.34,4.54,2,4,4
1.51,7.28,2,5,5
0.41,4.8,1,1,4
0.51,5.19,3,1,5
0.91,6.21,1,3,7
1.0,6.47,3,4,6
1.0,6.31,6,2,5
0.33,4.46,1,4,4
1.08,6.62,2,6,6
1.18,6.91,2,2,1
1.5,7.28,1,4,5
1.21,6.79,6,7,5
0.43,4.88,2,4,6
1.5,7.41,6,3,7
1.02,6.44,2,3,5
2.4,8.71,1,7,6
0.51,5.14,1,1,6
0.51,5.28,2,4,4
0.32,4.36,1,2,5
1.07,6.57,1,3,7
0.34,4.5,2,4,4
0.31,4.39,2,4,6
1.02,6.5,1,4,6
0.71,5.88,1,2,5
0.32,4.38,1,5,5
0.8,5.92,3,5,5
1.59,7.5,3,6,7
0.34,4.44,2,2,3
1.0,6.31,1,1,4
0.3,4.33,2,4,1
0.26,4.11,3,5,4
0.75,5.72,1,7,7
0.75,5.82,3,7,6
1.03,6.46,2,4,7
0.61,5.51,1,5,6
0.33,4.46,1,6,6
0.6,5.3,3,4,6
1.51,7.44,2,4,4
1.05,6.63,1,5,5
1.5,7.16,3,3,6
0.32,4.38,2,4,4
1.02,6.41,3,3,6
0.35,4.52,1,5,6
0.34,4.46,2,5,2
0.32,4.42,2,3,2
0.53,5.21,2,4,2
0.88,6.17,2,5,6
0.7,5.72,2,1,7
0.41,4.83,2,4,2
0.52,5.2,2,2,5
0.31,4.32,3,4,3
0.5,5.04,3,2,5
1.2,6.79,3,4,6
1.03,6.42,1,2,7
0.53,5.23,3,2,6
1.01,6.45,6,1,5
0.31,4.35,2,5,6
0.37,4.67,2,3,5
0.59,5.44,2,3,5
1.22,6.82,2,6,6
1.11,6.66,1,4,5
0.5,5.11,2,2,5
1.2,6.72,3,5,6
1.09,6.68,3,3,1
0.43,4.86,2,4,7
0.32,4.43,2,4,2
0.4,4.82,1,4,6
0.34,4.48,3,6,5
0.44,4.9,1,1,6
0.3,4.28,1,5,4
0.5,5.12,3,3,5
1.24,6.88,2,4,3
0.64,5.53,1,2,6
2.0,7.93,1,5,6
1.34,6.97,1,5,7
0.52,5.13,3,4,5
0.6,5.38,3,7,7
0.96,6.32,1,1,7
0.73,5.74,2,5,6
0.35,4.51,2,5,1
1.52,7.33,6,5,5
0.74,5.8,5,7,4
0.71,5.9,3,7,6
1.12,6.68,2,2,5
1.7,7.67,3,7,4
1.0,6.35,3,2,8
0.33,4.42,2,2,5
0.28,4.33,3,2,2
1.1,6.69,1,5,7
1.04,6.5,2,2,6
0.81,5.9,2,5,7
0.82,5.96,1,2,6
0.83,6.13,2,2,7
0.38,4.7,2,3,4
1.03,6.57,2,5,6
0.41,4.72,2,2,3
1.71,7.56,2,6,7
0.78,5.87,3,5,7
1.25,7.09,2,6,6
2.05,8.0,3,5,7
0.77,5.86,2,2,7
0.51,5.11,3,3,5
0.41,4.81,2,2,6
0.32,4.41,2,4,5
0.54,5.16,1,5,7
1.5,6.81,5,6,8
0.5,4.97,6,2,6
0.41,4.8,2,1,4
1.01,6.41,2,4,5
0.52,5.16,2,4,4
0.31,4.34,2,6,4
0.3,4.36,2,4,4
1.6,7.53,1,3,6
1.55,7.47,2,5,4
1.01,6.07,5,7,7
0.57,5.33,2,4,4
0.41,4.8,2,1,6
0.3,4.28,2,4,6
2.4,8.29,5,7,7
0.31,4.4,2,4,1
0.83,6.02,2,2,6
1.2,6.8,3,5,6
0.21,3.82,1,2,7
0.43,4.88,1,3,2
1.51,7.24,3,6,6
1.01,6.63,3,2,4
1.0,6.19,6,1,7
0.74,5.75,1,5,7
2.11,8.3,3,5,7
0.73,5.81,2,4,4
0.32,4.46,2,1,5
1.83,7.78,1,6,6
0.5,5.06,3,1,5
0.23,4.05,3,2,3
0.7,5.61,2,4,5
0.38,4.71,2,4,5
0.27,4.18,3,2,3
1.37,7.12,2,4,2
0.45,4.75,6,2,7
0.33,4.47,2,3,2
0.42,4.79,2,5,4
1.55,7.42,2,7,7
1.01,6.34,1,5,7
0.9,6.09,6,5,5
0.34,4.51,2,2,3
1.59,7.61,1,6,5
2.0,8.02,1,6,4
1.0,6.41,3,3,5
2.19,8.4,3,6,6
0.32,4.38,2,4,5
0.56,5.28,3,4,5
0.41,4.83,3,2,6
0.81,5.98,2,1,5
0.4,4.84,3,3,6
1.21,6.81,6,7,7
1.01,6.41,6,4,3
1.03,6.56,1,4,3
0.92,6.29,1,5,5
0.42,4.72,1,4,4
0.9,6.1,3,7,7
0.37,4.7,3,1,4
0.35,4.56,2,4,6
0.27,4.18,3,2,2
0.58,5.4,2,4,3
1.53,7.39,1,5,7
1.15,6.66,2,5,7
1.04,6.51,1,1,7
0.37,4.59,2,7,4
0.71,5.67,6,5,6
0.41,4.82,3,2,5
0.77,5.81,1,3,5
0.52,5.17,2,4,4
0.72,5.71,3,6,4
1.12,6.66,2,5,7
1.07,6.61,1,3,6
0.54,5.19,3,5,5
0.4,4.7,3,4,6
2.01,8.1,3,2,7
1.28,6.95,2,4,6
0.25,4.04,2,4,4
0.41,4.81,2,6,4
0.31,4.31,6,6,2
0.37,4.66,3,2,5
0.38,4.64,2,3,3
0.81,5.92,1,4,5
0.8,5.99,2,5,5
1.05,6.52,2,4,5
0.31,4.4,6,6,5
1.5,7.51,3,2,6
1.11,6.59,3,1,6
0.37,4.61,2,3,4
0.51,5.14,2,1,5
1.03,6.61,3,1,6
1.01,6.35,1,5,6
0.65,5.61,2,1,2
1.15,6.72,1,5,6
0.31,4.31,2,1,5
0.72,5.68,2,4,4
0.33,4.44,1,1,3
0.7,5.65,3,3,5
0.33,4.43,2,4,3
0.35,4.54,1,1,6
0.3,4.28,3,1,5
0.33,4.41,1,2,5
0.53,5.17,2,2,5
0.72,5.84,2,5,3
0.4,4.7,3,4,3
0.59,5.45,3,2,4
0.3,4.33,1,2,5
2.28,8.56,1,5,6
0.38,4.7,2,3,2
0.51,5.16,3,1,5
0.51,5.18,2,3,7
0.3,4.3,2,5,2
0.32,4.48,2,2,5
0.36,4.56,2,1,3
2.71,9.03,1,2,7
0.35,4.56,2,2,1
0.42,4.76,3,3,6
0.61,5.58,3,6,1
0.33,4.38,1,5,5
0.32,4.39,1,2,2
1.5,7.23,2,3,3
1.53,7.43,2,5,7
0.41,4.77,1,2,4
0.25,4.11,3,2,3
1.1,6.45,6,6,4
1.11,6.82,3,3,2
0.52,5.21,2,5,4
1.12,6.64,2,4,7
0.3,4.39,6,2,3
0.74,5.82,3,1,7
0.7,5.66,3,7,5
1.08,6.57,2,4,7
0.55,5.29,2,6,4
0.9,6.2,6,4,7
0.51,5.15,2,2,5
0.71,5.73,3,4,5
0.37,4.56,3,5,3
0.53,5.24,2,3,7
0.58,5.35,3,4,6
0.24,3.99,1,2,5
0.31,4.41,2,6,5
0.56,5.3,1,7,6
0.43,4.91,1,5,6
0.5,4.96,5,3,4
1.2,6.79,2,6,6
0.4,4.68,2,3,5
0.51,5.22,2,4,6
0.34,4.46,1,1,6
1.06,6.58,2,4,4
0.32,4.4,2,3,4
0.32,4.47,2,2,5
1.01,6.55,1,3,7
1.02,6.47,1,1,4
0.32,4.42,2,1,7
1.5,7.54,3,7,7
1.5,7.19,1,6,7
1.5,7.31,2,2,6
1.02,6.4,6,1,5
0.91,6.1,6,4,5
0.33,4.49,2,1,7
0.9,6.15,3,5,3
1.5,7.09,5,4,6
0.46,5.0,2,3,7
0.5,5.1,2,1,7
1.09,6.77,2,5,7
1.71,7.53,1,3,5
0.55,5.3,2,2,4
1.06,6.63,2,6,7
1.03,6.56,3,3,4
2.01,7.99,3,5,7
1.0,6.42,1,2,4
0.72,5.79,2,4,4
0.31,4.38,3,5,5
0.31,4.28,6,6,4
0.72,5.8,1,6,5
1.01,6.4,3,3,7
1.1,6.59,1,5,6
1.15,6.71,3,4,6
0.31,4.34,2,2,5
0.55,5.26,1,2,5
0.3,4.22,2,5,4
1.12,6.61,1,4,5
2.08,8.27,2,5,6
1.52,7.44,1,2,4
1.02,6.47,2,4,2
1.03,6.5,3,3,6
1.01,6.44,3,5,6
0.4,4.85,2,3,6
0.91,6.19,1,2,6
0.72,5.82,3,2,7
0.4,4.81,1,2,5
1.51,7.43,2,4,5
0.74,5.77,1,7,6
1.3,7.08,1,3,2
0.72,5.71,3,7,4
1.01,6.29,3,3,6
1.11,6.63,2,5,6
0.53,5.27,1,5,4
0.31,4.31,1,4,4
0.45,4.5,5,4,6
0.78,5.9,2,4,5
0.4,4.72,3,2,5
1.04,6.51,1,5,7
0.73,5.69,6,5,7
0.34,4.51,2,4,2
0.49,5.14,1,4,7
0.61,5.57,3,2,4
0.31,4.44,3,5,6
1.31,6.9,2,3,6
1.01,6.36,3,6,6
1.0,6.52,1,3,6
0.4,4.7,3,2,6
0.42,4.89,3,3,4
0.32,4.38,2,2,2
0.77,5.88,2,1,4
0.71,5.73,3,4,6
0.3,4.31,3,3,2
1.01,6.5,3,1,7
1.7,7.56,1,6,5
0.31,4.35,3,2,6
0.72,5.72,1,1,6
1.34,7.05,2,5,5
0.9,5.99,6,5,6
0.56,5.33,2,5,5
1.78,7.82,1,5,7
0.39,4.7,2,3,5
1.23,6.83,2,1,2
0.3,4.37,2,3,2
0.27,4.31,3,2,5
0.3,4.29,3,2,5
0.9,6.17,2,3,7
1.52,7.33,1,2,6
0.27,4.19,2,5,4
1.26,6.95,2,4,4
0.42,4.77,2,1,6
0.64,5.59,2,2,4
0.46,4.91,2,6,5
1.59,7.38,1,2,5
0.31,4.31,1,5,6
0.37,4.67,2,2,3
0.4,4.71,1,4,4
0.41,4.82,1,2,4
0.31,4.34,2,1,5
0.41,4.78,3,2,2
1.03,6.53,2,2,3
0.62,5.33,5,1,7
0.73,5.89,1,2,5
0.54,5.34,1,4,5
0.73,5.83,2,1,6
1.19,6.92,1,4,7
0.32,4.42,3,5,4
0.92,6.38,6,2,5
1.26,6.93,3,5,6
1.0,6.49,6,5,6
0.52,5.23,2,2,6
0.31,4.33,3,4,2
0.51,5.18,2,2,5
0.32,4.43,2,4,5
0.5,5.19,1,3,6
0.7,5.7,1,4,8
0.31,4.32,6,3,5
1.02,6.55,3,4,6
1.71,7.69,3,7,4
1.18,6.82,2,5,6
0.51,5.08,3,1,6
0.71,5.72,3,5,5
0.91,6.2,1,4,7
1.31,7.0,2,5,7
1.1,6.65,2,5,7
1.0,6.39,3,2,5
1.02,6.42,1,6,7
1.07,6.59,1,4,5
0.77,5.85,3,4,6
0.53,5.23,2,1,6
1.02,6.42,1,5,4
0.71,5.77,2,3,2
0.4,4.69,3,5,1
0.41,4.79,3,7,4
0.32,4.44,2,1,5
1.5,7.38,1,5,5
0.3,4.31,3,1,5
0.52,5.16,2,2,5
1.1,6.64,1,1,3
0.52,4.97,6,4,6
1.09,6.73,3,4,5
0.3,4.35,1,2,2
1.11,6.78,2,2,7
1.3,6.98,2,5,6
0.5,4.95,6,3,7
0.96,6.39,6,5,7
0.4,4.78,2,5,3
0.51,5.06,1,3,2
0.71,5.74,2,4,7
0.71,5.68,1,1,6
0.33,4.49,2,2,3
1.22,6.84,3,3,3
1.13,6.69,2,5,8
0.57,5.23,1,4,5
0.53,5.24,3,2,5
0.91,6.18,3,3,5
0.7,5.69,3,7,5
0.54,5.28,2,4,4
1.01,6.36,6,2,6
0.41,4.75,2,2,5
0.23,3.84,6,3,5
1.02,6.4,2,4,7
0.42,4.81,2,1,3
1.01,6.34,1,2,5
0.33,4.41,2,1,6
0.5,5.15,2,1,6
0.42,4.83,2,6,6
0.38,4.66,2,2,2
0.58,5.37,2,4,6
1.56,7.41,1,7,5
0.57,5.35,3,3,3
1.09,6.55,1,5,5
0.53,5.51,6,1,7
0.58,5.44,2,1,7
0.53,5.21,2,2,5
1.04,6.51,1,4,3
0.76,5.79,1,2,6
0.5,5.11,1,4,3
0.3,4.23,1,1,6
1.33,7.04,3,4,7
1.2,6.8,2,6,4
0.32,4.47,2,3,3
0.4,4.82,2,5,3
1.04,6.53,2,5,5
0.9,6.17,1,5,6
2.02,7.72,5,4,8
1.0,6.41,3,2,7
0.25,4.01,3,2,3
1.1,6.59,1,2,7
1.05,6.48,3,5,7
0.3,4.28,1,4,3
0.4,4.81,1,3,7
1.21,6.7,1,2,6
0.31,4.34,2,4,2
0.7,5.73,3,5,4
1.02,6.51,2,2,6
0.71,5.89,6,1,6
0.3,4.36,1,5,2
1.25,6.88,2,7,6
2.0,8.03,1,6,7
0.84,6.12,3,5,6
1.52,7.37,2,5,5
0.9,6.26,3,4,7
1.01,6.34,3,3,7
0.43,4.81,2,1,5
1.04,6.5,3,7,7
0.7,5.66,3,2,6
1.01,6.47,3,2,5
1.53,7.44,2,6,5
0.55,5.27,2,2,4
0.26,4.17,2,6,5
0.31,4.36,1,2,1
1.1,6.61,2,5,4
0.41,4.72,2,2,3
0.42,4.8,2,3,3
0.33,4.53,3,7,1
0.38,4.65,1,2,4
1.2,6.88,3,2,7
1.17,6.72,2,1,7
0.73,5.82,1,4,5
0.28,4.21,2,3,3
0.4,4.72,2,5,7
0.4,4.7,3,3,6
0.52,5.15,3,4,2
1.09,6.66,2,3,6
0.9,6.27,2,5,4
2.02,7.93,6,7,7
0.31,4.38,2,5,4
1.01,6.57,3,2,5
1.01,6.44,2,5,6
1.0,6.4,3,4,3
1.36,7.2,3,2,7
0.54,5.15,3,3,6
0.26,4.1,1,2,4
0.31,4.4,2,5,1
0.91,6.12,3,6,7
2.03,8.02,2,3,7
0.4,4.74,2,5,5
1.16,6.72,5,4,7
0.45,4.98,5,3,6
1.29,6.95,2,5,6
1.52,7.3,3,4,6
0.31,4.41,2,4,5
1.12,6.54,2,5,7
1.02,6.53,3,2,4
0.5,5.1,3,2,5
0.96,6.39,3,3,6
0.5,5.1,3,3,6
0.51,5.19,3,1,6
0.7,5.64,1,2,7
2.01,8.23,5,4,7
0.55,5.24,2,3,4
1.01,6.37,2,6,6
2.07,8.17,2,7,3
1.08,6.53,2,3,6
0.51,5.26,1,1,5
0.9,6.18,1,5,5
0.7,5.79,3,4,7
1.57,7.6,6,4,5
0.9,6.13,2,3,6
0.33,4.44,1,4,3
0.42,4.82,2,4,2
0.42,4.84,2,6,6
0.53,5.24,3,3,6
1.51,7.49,5,4,5
0.71,5.78,1,2,5
0.27,4.16,2,1,2
1.23,6.83,2,4,5
0.36,4.58,2,2,4
1.08,6.72,3,4,7
0.3,4.31,6,4,4
1.04,6.51,1,2,7
1.25,6.86,2,5,6
1.2,6.81,3,5,4
0.51,4.99,1,4,7
2.01,7.85,3,6,5
0.31,4.39,2,6,2
0.3,4.33,2,3,1
0.5,5.16,1,4,7
0.5,5.2,2,5,3
0.96,6.3,3,1,7
1.02,6.51,2,4,5
0.32,4.39,1,4,3
1.01,6.46,1,4,4
0.3,4.32,2,2,3
1.0,6.37,6,1,1
1.21,6.88,2,1,3
0.62,5.48,1,3,6
0.7,5.58,6,1,3
1.01,6.34,3,2,6
1.01,6.37,1,1,4
1.1,6.62,2,5,7
0.93,6.31,1,3,7
0.54,5.29,2,1,3
1.21,6.96,1,1,7
0.31,4.34,6,7,4
0.4,4.74,2,6,4
1.01,6.6,3,7,4
0.27,4.15,3,5,3
1.09,6.6,2,5,6
0.31,4.39,2,4,5
1.19,6.83,3,5,5
0.34,4.47,2,2,1
0.33,4.53,1,5,4
0.42,4.89,1,2,6
0.33,4.46,2,4,1
0.41,4.82,1,2,6
